Date,sero,daily_death,sero_lower,sero_upper
2020/9/15,,0,,
2020/9/16,,2,,
2020/9/17,,2,,
2020/9/18,,0,,
2020/9/19,,1,,
2020/9/20,0.058,3,0.04,0.078
2020/9/21,,1,,
2020/9/22,,3,,
2020/9/23,,1,,
2020/9/24,,1,,
2020/9/25,,3,,
2020/9/26,,1,,
2020/9/27,,2,,
2020/9/28,,4,,
2020/9/29,,3,,
2020/9/30,,3,,
2020/10/1,,3,,
2020/10/2,,0,,
2020/10/3,,2,,
2020/10/4,,0,,
2020/10/5,,1,,
2020/10/6,,4,,
2020/10/7,,8,,
2020/10/8,,3,,
2020/10/9,,3,,
2020/10/10,,5,,
2020/10/11,,4,,
2020/10/12,,2,,
2020/10/13,,3,,
2020/10/14,,2,,
2020/10/15,,6,,
2020/10/16,,5,,
2020/10/17,,7,,
2020/10/18,,7,,
2020/10/19,,6,,
2020/10/20,,13,,
2020/10/21,,12,,
2020/10/22,,8,,
2020/10/23,,17,,
2020/10/24,,5,,
2020/10/25,,15,,
2020/10/26,,9,,
2020/10/27,,12,,
2020/10/28,,16,,
2020/10/29,,19,,
2020/10/30,,18,,
2020/10/31,,17,,
2020/11/1,,18,,
2020/11/2,,15,,
2020/11/3,,16,,
2020/11/4,,13,,
2020/11/5,,22,,
2020/11/6,,21,,
2020/11/7,,14,,
